"satisfaction","customer_type","age","travel_type","cabin_class","flight_distance","seat_comfort","time_convenient","food_drink","gate_location","wifi","entertainment","online_support","ease_booking","onboard_service","legroom","baggage","checkin","cleanliness","online_boarding","dep_delay","arr_delay","row_id","arr_delay_res","midfly_delay","log_mid_delay","log_dep_delay"
"satisfied","Loyal Customer",47,"Business travel","Business",1940,3,3,3,3,5,5,4,5,5,5,5,3,5,5,3,5,120191,1.30598837259929,2,1.09861228866811,1.38629436111989
"satisfied","Loyal Customer",49,"Business travel","Business",1423,4,4,4,4,5,4,4,5,5,5,5,4,5,4,2,0,120546,-2.71516250726825,-2,-1.09861228866811,1.09861228866811
"satisfied","Loyal Customer",55,"Business travel","Business",1320,2,2,2,2,4,4,5,5,5,5,5,5,5,4,0,0,120630,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",60,"Business travel","Business",3962,1,1,1,1,2,4,4,5,5,5,5,5,5,5,1,0,120638,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"satisfied","Loyal Customer",55,"Business travel","Business",2419,4,3,4,4,2,5,5,5,5,5,5,4,5,4,0,0,120738,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",55,"Business travel","Business",2398,1,1,1,1,3,4,5,5,5,5,5,4,5,3,0,0,120761,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",1613,4,4,4,4,3,5,5,5,5,5,5,4,5,4,4,0,120782,-4.67286074753316,-4,-1.6094379124341,1.6094379124341
"satisfied","Loyal Customer",30,"Business travel","Business",5064,3,3,3,3,5,5,5,5,3,4,4,5,5,5,0,0,120810,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",16,"Business travel","Business",3302,4,4,4,4,5,5,5,5,4,4,4,5,4,5,4,9,120844,4.32713925246684,5,1.79175946922805,1.6094379124341
"satisfied","Loyal Customer",47,"Business travel","Business",3661,4,4,3,4,4,5,5,5,5,5,5,5,5,4,0,0,121144,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",29,"Business travel","Business",2364,4,4,2,4,5,5,5,5,3,2,5,4,4,5,0,0,121209,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",54,"Business travel","Business",967,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,121295,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",23,"Business travel","Business",3977,5,5,5,5,5,5,5,5,1,2,4,3,1,5,0,14,121502,13.2425357329967,14,2.70805020110221,0
"satisfied","Loyal Customer",56,"Business travel","Business",3352,5,5,5,5,3,4,4,5,5,5,5,4,5,4,45,54,121683,9.19432532703627,9,2.30258509299405,3.8286413964891
"satisfied","Loyal Customer",43,"Business travel","Business",842,4,4,4,4,5,4,4,5,5,5,5,3,5,5,0,0,121709,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",22,"Business travel","Business",2318,5,5,5,5,5,5,5,5,1,5,1,2,5,5,0,0,121713,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",44,"Business travel","Business",3722,3,3,2,3,3,5,4,5,5,5,5,4,5,5,0,0,121973,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",57,"Business travel","Business",643,4,4,4,4,2,5,5,5,5,5,5,5,5,4,59,43,122209,-15.5095623548181,-16,-2.83321334405622,4.0943445622221
"satisfied","Loyal Customer",54,"Business travel","Business",2950,1,1,2,1,5,4,4,5,5,5,5,3,5,5,2,7,122263,4.28483749273174,5,1.79175946922805,1.09861228866811
"satisfied","Loyal Customer",47,"Business travel","Business",3752,4,4,4,4,2,2,1,5,5,5,5,2,5,2,0,0,122430,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Eco",2234,5,1,1,1,5,5,5,5,5,5,4,1,4,5,0,0,122527,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",45,"Business travel","Business",3877,3,3,3,3,2,4,4,5,5,5,5,5,5,5,0,0,122605,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Eco",1170,5,2,1,2,1,4,2,5,5,5,5,4,5,5,58,46,122644,-11.5307132346856,-12,-2.56494935746154,4.07753744390572
"satisfied","Loyal Customer",41,"Business travel","Eco",1781,5,3,3,3,5,5,5,5,5,3,5,5,2,5,0,0,122653,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",61,"Business travel","Business",2260,3,3,2,3,5,4,5,5,5,5,5,5,5,3,0,0,122707,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",43,"Business travel","Business",357,2,2,2,2,4,4,4,5,5,5,5,4,5,5,0,0,123438,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",58,"Business travel","Business",3924,3,3,3,3,5,5,5,4,2,4,5,5,5,5,149,142,123443,-4.6059831667388,-7,-2.07944154167984,5.01063529409626
"satisfied","Loyal Customer",48,"Business travel","Business",3705,5,5,5,5,2,5,4,5,5,5,5,5,5,3,0,0,123695,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",19,"Business travel","Business",5142,5,5,5,5,5,5,5,5,1,5,5,1,4,5,0,0,123719,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",28,"Business travel","Eco",2394,5,2,4,2,5,5,5,5,2,5,3,1,1,5,5,2,123919,-3.65170986766561,-3,-1.38629436111989,1.79175946922805
"satisfied","Loyal Customer",56,"Business travel","Business",3811,5,5,5,5,3,4,4,5,5,5,5,4,5,5,10,5,123927,-5.54595546832788,-5,-1.79175946922805,2.39789527279837
"satisfied","Loyal Customer",57,"Business travel","Business",3472,5,5,4,5,5,4,4,5,5,5,5,4,5,3,0,0,124145,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",63,"Business travel","Eco",1587,5,5,5,5,5,5,5,5,2,4,5,4,2,5,97,88,124339,-7.70582891985126,-9,-2.30258509299405,4.58496747867057
"satisfied","Loyal Customer",49,"Business travel","Business",1773,2,2,2,2,4,5,4,5,5,5,5,4,5,3,0,0,124535,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",57,"Business travel","Eco",1343,5,1,1,1,5,5,5,5,1,3,5,4,2,5,31,13,124640,-18.1017869911094,-18,-2.94443897916644,3.46573590279973
"satisfied","Loyal Customer",40,"Business travel","Business",2446,4,3,4,4,2,4,5,5,5,5,5,3,5,3,0,0,124784,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",55,"Business travel","Eco Plus",949,5,3,5,5,2,5,5,5,5,5,5,1,5,2,105,104,124816,0.463378119089106,-1,-0.693147180559945,4.66343909411207
"satisfied","Loyal Customer",29,"Business travel","Business",5607,2,2,2,2,5,5,5,4,4,5,4,5,5,5,235,228,124843,-2.78700749812971,-7,-2.07944154167984,5.46383180502561
"satisfied","Loyal Customer",40,"Business travel","Business",2057,1,1,4,1,4,5,5,5,5,5,5,5,5,5,6,3,124847,-3.63055898779806,-3,-1.38629436111989,1.94591014905531
"satisfied","Loyal Customer",42,"Business travel","Business",2364,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,0,124932,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",48,"Business travel","Business",2725,1,1,1,1,3,5,4,5,5,5,5,4,5,3,0,0,125036,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",50,"Business travel","Business",3146,1,1,4,1,3,5,4,5,5,5,5,3,5,5,7,1,125338,-6.60940810793052,-6,-1.94591014905531,2.07944154167984
"satisfied","Loyal Customer",19,"Business travel","Business",3202,1,1,1,1,5,5,5,5,4,5,5,4,1,5,0,0,125409,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",48,"Business travel","Eco",600,5,5,5,5,4,1,3,5,5,5,5,1,5,1,0,0,125456,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",47,"Business travel","Business",3883,5,5,5,5,5,5,5,2,3,3,4,5,2,5,352,350,125471,4.68764544637328,-2,-1.09861228866811,5.8664680569333
"satisfied","Loyal Customer",30,"Business travel","Business",5054,3,3,2,3,5,5,5,5,5,4,3,2,4,5,0,0,125487,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",29,"Business travel","Business",3764,3,3,5,3,5,5,5,5,5,2,5,4,5,5,33,31,125657,-2.05948523137429,-2,-1.09861228866811,3.52636052461616
"satisfied","Loyal Customer",39,"Business travel","Business",711,1,1,1,1,3,5,4,5,5,5,5,5,5,5,0,0,125701,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",21,"Business travel","Business",4040,2,2,2,2,5,5,5,5,5,1,4,4,1,5,0,0,126047,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",50,"Business travel","Business",561,3,3,3,3,5,5,5,5,5,5,5,5,5,5,0,0,126148,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",43,"Business travel","Business",2593,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,0,126178,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",41,"Business travel","Eco",2868,5,4,4,4,5,5,5,5,5,1,5,2,4,5,5,0,126187,-5.65170986766561,-5,-1.79175946922805,1.79175946922805
"satisfied","Loyal Customer",23,"Business travel","Business",5102,3,3,3,3,5,5,5,5,3,4,5,5,5,5,0,0,126211,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",1920,2,2,3,2,3,5,4,5,5,5,5,4,5,4,0,0,126221,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",56,"Business travel","Business",2157,3,3,5,3,2,4,5,5,5,5,5,3,5,4,21,55,126278,33.6867042102151,34,3.55534806148941,3.09104245335832
"satisfied","Loyal Customer",46,"Business travel","Business",3949,2,2,2,2,4,4,4,5,5,5,5,3,5,4,50,41,126383,-8.69992027362599,-9,-2.30258509299405,3.93182563272433
"satisfied","Loyal Customer",53,"Business travel","Business",2434,2,2,5,2,2,5,5,5,5,5,5,5,5,3,0,0,126423,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",46,"Business travel","Business",450,1,1,1,1,3,5,4,5,5,5,5,3,5,5,0,0,126565,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",29,"Business travel","Business",4713,2,2,2,2,5,5,5,5,3,3,4,4,5,5,0,0,126596,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",66,"Business travel","Business",2915,2,2,2,2,5,5,4,5,5,5,5,4,5,3,0,0,126883,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",371,1,1,1,1,2,4,5,5,5,5,5,5,5,5,0,0,126895,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",33,"Business travel","Eco",1711,5,1,1,1,5,5,5,5,1,4,5,5,2,5,0,0,126958,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",33,"Business travel","Eco",1640,5,3,3,3,5,5,5,5,1,2,5,3,4,5,0,0,126962,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",44,"Business travel","Business",317,5,5,5,5,3,5,5,5,5,5,5,5,5,3,49,55,127068,6.27892884650646,6,1.94591014905531,3.91202300542815
"satisfied","Loyal Customer",41,"Business travel","Business",287,4,4,4,4,4,5,5,5,5,5,5,4,5,3,0,0,127195,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",48,"Business travel","Business",234,2,1,2,2,2,4,4,5,5,5,5,5,5,3,0,0,127308,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",25,"Business travel","Eco Plus",2028,5,3,3,3,5,5,5,5,3,4,5,3,5,5,2,0,127375,-2.71516250726825,-2,-1.09861228866811,1.09861228866811
"satisfied","Loyal Customer",56,"Business travel","Business",241,5,5,5,5,2,5,5,5,5,5,5,3,5,5,0,0,127408,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",74,"Business travel","Eco",575,5,5,5,5,1,1,4,5,5,5,5,3,5,1,0,0,127558,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",28,"Business travel","Business",3382,4,4,4,4,5,5,5,5,2,5,5,4,3,5,0,0,127613,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",46,"Business travel","Business",2153,2,2,2,2,5,5,5,4,3,5,5,5,3,5,2,0,127637,-2.71516250726825,-2,-1.09861228866811,1.09861228866811
"satisfied","Loyal Customer",46,"Business travel","Business",1964,1,1,1,1,2,5,4,5,5,5,5,3,5,5,0,0,127660,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",1736,3,3,1,3,5,4,5,5,5,5,5,3,5,3,0,0,127832,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",49,"Business travel","Eco",423,5,3,3,3,2,5,5,5,5,5,5,5,5,4,0,0,128102,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",1917,3,3,3,3,4,4,4,5,5,5,5,4,5,5,0,0,128128,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",50,"Business travel","Business",2548,4,4,4,4,2,1,4,5,5,5,5,2,5,1,7,6,128129,-1.60940810793052,-1,-0.693147180559945,2.07944154167984
"satisfied","Loyal Customer",50,"Business travel","Business",2009,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0,128147,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",55,"Business travel","Business",1837,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0,128183,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",45,"Business travel","Eco",1451,5,2,2,2,3,1,2,5,5,5,5,3,5,4,12,4,128319,-8.50365370859278,-8,-2.19722457733622,2.56494935746154
"satisfied","Loyal Customer",33,"Business travel","Business",4484,2,1,2,2,5,5,5,5,4,4,5,2,5,5,45,25,128370,-19.8056746729637,-20,-3.04452243772342,3.8286413964891
"satisfied","Loyal Customer",45,"Business travel","Business",2892,5,5,5,5,3,4,4,5,5,5,5,3,5,4,0,0,128438,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",2447,3,4,3,3,5,5,5,5,5,5,5,3,5,3,8,0,128572,-8.58825722806297,-8,-2.19722457733622,2.19722457733622
"satisfied","Loyal Customer",58,"Business travel","Business",2315,5,3,5,5,4,4,2,5,5,5,5,3,5,4,49,54,128746,5.27892884650646,5,1.79175946922805,3.91202300542815
"satisfied","Loyal Customer",40,"Business travel","Business",457,5,5,5,5,3,4,5,5,5,5,5,3,5,4,0,0,128776,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",37,"Business travel","Eco",1610,5,1,1,1,5,5,5,5,3,3,1,1,2,5,0,0,128833,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",53,"Business travel","Business",1518,2,2,2,2,4,5,5,5,5,5,5,5,5,5,0,0,128874,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",35,"Business travel","Business",3599,2,2,2,2,2,4,4,5,5,5,5,4,5,5,70,57,128898,-12.276902676275,-13,-2.63905732961526,4.26267987704132
"satisfied","Loyal Customer",51,"Business travel","Business",3492,3,3,3,3,2,4,4,5,5,5,5,4,5,4,0,0,129034,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",31,"Business travel","Eco",3200,5,2,2,2,5,5,5,5,2,4,3,1,3,5,0,0,129078,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",46,"Business travel","Business",108,1,1,1,1,5,5,5,5,1,3,1,5,2,2,0,0,129281,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",62,"Personal Travel","Eco",1907,2,3,2,4,3,2,1,3,2,3,4,1,4,3,0,0,129303,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",12,"Personal Travel","Eco Plus",1481,2,3,2,4,4,2,4,4,4,1,1,1,5,4,24,9,129305,-15.2498431501822,-15,-2.77258872223978,3.2188758248682
"dissatisfied","disloyal Customer",65,"Personal Travel","Eco",1925,3,4,3,4,4,3,4,4,5,2,4,3,5,4,46,33,129345,-12.7845237930962,-13,-2.63905732961526,3.85014760171006
"satisfied","disloyal Customer",56,"Personal Travel","Eco",1097,0,2,0,4,3,0,3,3,1,5,3,3,4,3,0,0,129369,-0.757464267003349,0,0,0
"dissatisfied","disloyal Customer",14,"Personal Travel","Business",1966,3,5,3,4,1,3,1,1,5,5,4,4,4,1,0,0,129462,-0.757464267003349,0,0,0
